query	config	requests	first	last	termination	diefficiency	restarts
interactive discover 4.2	timeout 5000 void	21	8.108	8.108	7.949	4.054	0
interactive discover 4.2	timeout 5000	21	7.998	7.998	7.807	3.999	0
interactive discover 4.3	baseline	229	23.107	23.107	20.642	11.553	0
interactive discover 4.3	overhead simple	229	38.138	38.138	37.822	19.069	0
interactive discover 4.3	overhead	229	38.545	38.546	38.396	19.275	0
interactive discover 4.3	timeout 100 void simple	229	18.709	18.709	16.811	9.354	1
interactive discover 4.3	timeout 100 void	229	19.182	19.182	17.508	9.591	1
interactive discover 4.3	timeout 100	229	17.912	17.912	17.844	8.956	1
interactive discover 4.3	timeout 1000 void simple	229	16.387	16.387	13.306	8.194	1
interactive discover 4.3	timeout 1000 void	229	17.308	17.309	16.336	8.657	1
interactive discover 4.3	timeout 1000	229	16.817	16.817	12.643	8.409	1
interactive discover 4.3	timeout 10000 void simple	229	24.764	24.765	19.048	12.385	1
interactive discover 4.3	timeout 10000 void	229	24.906	24.907	20.672	12.455	1
interactive discover 4.3	timeout 10000	229	24.249	24.249	19.505	12.124	1
interactive discover 4.3	timeout 2000 void simple	229	16.79	16.791	12.78	8.398	1
interactive discover 4.3	timeout 2000 void	229	17.685	17.685	15.784	8.842	1
interactive discover 4.3	timeout 2000	229	17.218	17.218	12.904	8.609	1
interactive discover 4.3	timeout 20000 void simple	229	34.492	34.492	30.701	17.246	1
interactive discover 4.3	timeout 20000 void	229	27.683	27.684	27.072	13.844	1
interactive discover 4.3	timeout 20000	229	18.313	18.313	18.015	9.156	0
interactive discover 4.3	timeout 5000 void simple	229	19.295	19.295	15.687	9.648	1
interactive discover 4.3	timeout 5000 void	229	20.42	20.42	18.241	10.21	1
interactive discover 4.3	timeout 5000	229	12.217	12.217	11.615	6.109	1
interactive discover 4.4	baseline	143	22.644	22.644	21.757	11.322	0
interactive discover 4.4	overhead simple	0			0		0
interactive discover 4.4	overhead	0			0		0
interactive discover 4.4	timeout 100 void simple	143	17.449	17.45	38.76	8.728	1
interactive discover 4.4	timeout 100 void	143	19.435	19.435	18.11	9.717	1
interactive discover 4.4	timeout 100	143	23.218	23.219	22.132	11.611	1
interactive discover 4.4	timeout 1000 void simple	0			0		0
interactive discover 4.4	timeout 1000 void	0			0		0
interactive discover 4.4	timeout 1000	0			0		0
interactive discover 4.4	timeout 10000 void simple	0			0		0
interactive discover 4.4	timeout 10000 void	0			0		0
interactive discover 4.4	timeout 10000	143	16.181	16.181	16.425	8.091	1
interactive discover 4.4	timeout 2000 void simple	0			0		0
interactive discover 4.4	timeout 2000 void	143	19.631	19.632	18.1	9.819	1
interactive discover 4.4	timeout 2000	0			0		0
interactive discover 4.4	timeout 20000 void simple	0			0		0
interactive discover 4.4	timeout 20000 void	0			0		0
interactive discover 4.4	timeout 20000	143	21.699	21.7	21.59	10.855	0
interactive discover 4.4	timeout 5000 void simple	0			0		0
interactive discover 4.4	timeout 5000 void	0			0		0
interactive discover 4.4	timeout 5000	0			0		0
interactive discover 5.0	baseline	128	7.983	15.0	11.281	75.4	0
interactive discover 5.0	overhead simple	128	9.703	14.928	12.618	55.879	0
interactive discover 5.0	overhead	128	9.677	11.916	11.675	18.921	0
interactive discover 5.0	timeout 100 void simple	128	9.441	14.652	11.363	58.809	1
interactive discover 5.0	timeout 100 void	128	9.049	15.073	12.132	68.716	1
interactive discover 5.0	timeout 100	128	8.747	11.275	11.191	21.015	1
interactive discover 5.0	timeout 1000 void simple	128	8.896	11.17	11.084	18.941	1
interactive discover 5.0	timeout 1000 void	128	8.087	12.032	11.496	20.193	1
interactive discover 5.0	timeout 1000	128	9.35	10.927	10.672	15.468	1
interactive discover 5.0	timeout 10000 void simple	128	9.021	15.087	11.532	72.07	0
interactive discover 5.0	timeout 10000 void	128	8.991	11.679	10.999	26.613	0
interactive discover 5.0	timeout 10000	128	7.825	15.054	14.055	70.207	0
interactive discover 5.0	timeout 2000 void simple	128	8.886	15.047	13.147	56.936	1
interactive discover 5.0	timeout 2000 void	128	8.683	11.88	11.531	18.875	1
interactive discover 5.0	timeout 2000	128	8.954	15.125	12.18	52.437	1
interactive discover 5.0	timeout 20000 void simple	128	9.616	11.73	11.171	22.709	0
interactive discover 5.0	timeout 20000 void	128	8.997	15.753	13.335	72.53	0
interactive discover 5.0	timeout 20000	128	8.816	11.092	10.873	22.021	0
interactive discover 5.0	timeout 5000 void simple	128	9.441	11.605	11.071	22.909	0
interactive discover 5.0	timeout 5000 void	128	8.846	15.201	13.775	61.464	0
interactive discover 5.0	timeout 5000	128	9.12	21.294	16.17	142.65	0
interactive discover 5.1	baseline	20	7.806	7.889	7.764	4.065	0
interactive discover 5.1	overhead simple	20	7.168	7.897	7.263	5.375	0
interactive discover 5.1	overhead	20	7.201	7.995	7.562	5.535	0
interactive discover 5.1	timeout 100 void simple	20	7.543	8.141	7.283	5.266	1
interactive discover 5.1	timeout 100 void	20	7.092	8.29	7.861	6.164	1
interactive discover 5.1	timeout 100	20	7.568	8.413	7.801	5.896	1
interactive discover 5.1	timeout 1000 void simple	20	7.181	7.707	7.349	4.883	0
interactive discover 5.1	timeout 1000 void	20	7.632	8.006	8.063	4.708	0
interactive discover 5.1	timeout 1000	20	7.572	7.977	7.669	4.775	0
interactive discover 5.1	timeout 10000 void simple	20	7.262	8.142	7.867	5.782	0
interactive discover 5.1	timeout 10000 void	20	7.14	8.061	7.895	5.843	0
interactive discover 5.1	timeout 10000	20	7.158	7.868	7.375	5.311	0
interactive discover 5.1	timeout 2000 void simple	20	7.678	8.357	7.75	5.516	0
interactive discover 5.1	timeout 2000 void	20	7.492	8.332	8.078	5.819	0
interactive discover 5.1	timeout 2000	20	7.129	7.924	7.758	5.518	0
interactive discover 5.1	timeout 20000 void simple	20	7.334	8.066	7.562	5.443	0
interactive discover 5.1	timeout 20000 void	20	7.041	7.933	7.496	5.712	0
interactive discover 5.1	timeout 20000	20	7.287	8.194	7.77	5.88	0
interactive discover 5.1	timeout 5000 void simple	20	7.235	8.023	7.83	5.549	0
interactive discover 5.1	timeout 5000 void	20	7.229	8.09	7.779	5.735	0
interactive discover 5.1	timeout 5000	20	7.381	8.303	7.838	5.969	0
interactive discover 5.2	baseline	17	6.944	7.227	6.825	4.136	0
interactive discover 5.2	overhead simple	17	7.227	7.351	7.234	3.87	0
interactive discover 5.2	overhead	17	7.169	7.302	7.134	3.858	0
interactive discover 5.2	timeout 100 void simple	17	6.834	7.18	7.137	3.937	1
interactive discover 5.2	timeout 100 void	17	7.471	7.474	7.358	3.742	1
interactive discover 5.2	timeout 100	17	7.357	7.366	7.013	3.697	1
interactive discover 5.2	timeout 1000 void simple	17	7.292	7.425	7.291	3.929	0
interactive discover 5.2	timeout 1000 void	17	7.14	7.28	7.18	3.851	0
interactive discover 5.2	timeout 1000	17	7.207	7.325	7.056	3.852	0
interactive discover 5.2	timeout 10000 void simple	17	7.247	7.367	6.858	3.879	0
interactive discover 5.2	timeout 10000 void	17	7.781	7.935	7.351	4.202	0
interactive discover 5.2	timeout 10000	17	7.119	7.245	7.06	3.834	0
interactive discover 5.2	timeout 2000 void simple	17	7.14	7.306	7.173	3.882	0
interactive discover 5.2	timeout 2000 void	17	7.234	7.525	6.998	4.187	0
interactive discover 5.2	timeout 2000	17	7.193	8.168	7.024	6.01	0
interactive discover 5.2	timeout 20000 void simple	17	7.037	7.195	7.132	3.872	0
interactive discover 5.2	timeout 20000 void	17	7.054	7.42	6.947	4.298	0
interactive discover 5.2	timeout 20000	17	7.547	7.725	7.455	4.191	0
interactive discover 5.2	timeout 5000 void simple	17	7.365	7.51	7.057	3.977	0
interactive discover 5.2	timeout 5000 void	17	7.075	7.274	7.125	3.975	0
interactive discover 5.2	timeout 5000	17	7.617	7.824	7.427	4.201	0
interactive discover 5.3	baseline	224	8.746	11.756	11.225	11.432	0
interactive discover 5.3	overhead simple	224	8.64	12.295	11.441	14.078	0
interactive discover 5.3	overhead	224	8.336	15.289	12.333	24.762	0
interactive discover 5.3	timeout 100 void simple	224	8.637	11.788	11.156	13.048	1
interactive discover 5.3	timeout 100 void	224	8.772	11.363	10.885	11.983	1
interactive discover 5.3	timeout 100	224	9.091	12.023	11.621	12.377	1
interactive discover 5.3	timeout 1000 void simple	224	8.03	12.115	11.771	14.2	1
interactive discover 5.3	timeout 1000 void	224	8.218	12.166	11.068	13.435	1
interactive discover 5.3	timeout 1000	224	7.775	14.482	11.399	23.991	1
interactive discover 5.3	timeout 10000 void simple	224	8.502	11.777	11.506	13.32	0
interactive discover 5.3	timeout 10000 void	224	9.537	11.727	11.566	11.283	0
interactive discover 5.3	timeout 10000	224	7.996	11.794	11.593	14.162	0
interactive discover 5.3	timeout 2000 void simple	224	8.33	13.409	11.997	20.303	1
interactive discover 5.3	timeout 2000 void	224	8.845	19.617	12.325	40.109	1
interactive discover 5.3	timeout 2000	224	8.396	11.573	11.355	13.594	1
interactive discover 5.3	timeout 20000 void simple	224	8.179	11.727	11.353	13.078	0
interactive discover 5.3	timeout 20000 void	224	9.014	12.101	11.591	12.824	0
interactive discover 5.3	timeout 20000	224	7.776	15.923	11.451	26.456	0
interactive discover 5.3	timeout 5000 void simple	224	9.117	11.316	11.215	11.121	0
interactive discover 5.3	timeout 5000 void	224	8.363	11.894	11.757	13.197	0
interactive discover 5.3	timeout 5000	224	8.803	11.466	11.21	11.813	0
interactive discover 5.4	baseline	123	8.219	11.656	10.942	30.324	0
interactive discover 5.4	overhead simple	123	8.678	21.496	12.046	218.359	0
interactive discover 5.4	overhead	123	8.899	11.12	10.983	25.08	0
interactive discover 5.4	timeout 100 void simple	123	8.825	11.971	11.527	30.503	1
interactive discover 5.4	timeout 100 void	123	8.638	12.375	11.131	33.926	1
interactive discover 5.4	timeout 100	123	8.858	11.383	10.724	27.045	1
interactive discover 5.4	timeout 1000 void simple	123	7.659	11.236	10.866	27.421	1
interactive discover 5.4	timeout 1000 void	123	7.634	11.485	10.743	31.296	1
interactive discover 5.4	timeout 1000	123	8.31	11.433	10.966	24.451	1
interactive discover 5.4	timeout 10000 void simple	123	7.632	11.185	10.999	29.889	0
interactive discover 5.4	timeout 10000 void	123	8.512	11.707	11.109	27.189	0
interactive discover 5.4	timeout 10000	123	7.526	11.254	10.94	30.995	0
interactive discover 5.4	timeout 2000 void simple	123	8.481	11.711	11.248	28.468	1
interactive discover 5.4	timeout 2000 void	123	7.566	11.971	11.679	29.653	1
interactive discover 5.4	timeout 2000	123	7.753	14.865	12.579	91.325	1
interactive discover 5.4	timeout 20000 void simple	123	8.65	21.884	13.946	219.053	0
interactive discover 5.4	timeout 20000 void	123	9.01	11.737	11.427	28.567	0
interactive discover 5.4	timeout 20000	123	7.419	14.237	11.734	76.876	0
interactive discover 5.4	timeout 5000 void simple	123	8.337	11.279	10.895	28.454	0
interactive discover 5.4	timeout 5000 void	123	8.276	11.134	10.956	29.612	0
interactive discover 5.4	timeout 5000	123	8.872	11.488	11.074	31.005	0
interactive discover 6.0	baseline	0			0		0
interactive discover 6.0	overhead simple	0			0		0
interactive discover 6.0	overhead	0			0		0
interactive discover 6.0	timeout 100 void simple	1852	11.126	60.153	60.133	487.023	1
interactive discover 6.0	timeout 100 void	1250	8.274	60.103	60.112	887.596	1
interactive discover 6.0	timeout 100	0			0		0
interactive discover 6.0	timeout 1000 void simple	0			0		0
interactive discover 6.0	timeout 1000 void	2945	9.887	60.114	60.147	504.781	1
interactive discover 6.0	timeout 1000	0			0		0
interactive discover 6.0	timeout 10000 void simple	0			0		0
interactive discover 6.0	timeout 10000 void	0			0		0
interactive discover 6.0	timeout 10000	0			0		0
interactive discover 6.0	timeout 2000 void simple	0			0		0
interactive discover 6.0	timeout 2000 void	0			0		0
interactive discover 6.0	timeout 2000	0			0		0
interactive discover 6.0	timeout 20000 void simple	0			0		0
interactive discover 6.0	timeout 20000 void	0			0		0
interactive discover 6.0	timeout 20000	0			0		0
interactive discover 6.0	timeout 5000 void simple	0			0		0
interactive discover 6.0	timeout 5000 void	0			0		0
interactive discover 6.0	timeout 5000	0			0		0
interactive discover 6.1	baseline	20	8.122	8.122	7.589	4.061	0
interactive discover 6.1	overhead simple	20	8.241	8.241	7.579	4.12	0
interactive discover 6.1	overhead	20	8.473	8.473	7.899	4.237	0
interactive discover 6.1	timeout 100 void simple	20	8.152	8.152	8.004	4.076	1
interactive discover 6.1	timeout 100 void	20	8.11	8.11	7.879	4.055	1
interactive discover 6.1	timeout 100	20	8.112	8.112	7.188	4.056	1
interactive discover 6.1	timeout 1000 void simple	20	7.982	7.982	7.836	3.991	1
interactive discover 6.1	timeout 1000 void	20	8.417	8.417	7.807	4.208	0
interactive discover 6.1	timeout 1000	20	8.491	8.491	7.902	4.245	1
interactive discover 6.1	timeout 10000 void simple	20	8.464	8.464	8.162	4.232	0
interactive discover 6.1	timeout 10000 void	20	8.304	8.304	8.11	4.152	0
interactive discover 6.1	timeout 10000	20	7.627	7.627	7.27	3.813	0
interactive discover 6.1	timeout 2000 void simple	20	8.385	8.385	8.049	4.192	0
interactive discover 6.1	timeout 2000 void	20	8.528	8.528	7.741	4.264	0
interactive discover 6.1	timeout 2000	20	7.879	7.879	7.493	3.939	0
interactive discover 6.1	timeout 20000 void simple	20	8.189	8.189	7.961	4.095	0
interactive discover 6.1	timeout 20000 void	20	7.948	7.948	7.658	3.974	0
interactive discover 6.1	timeout 20000	20	8.115	8.115	7.825	4.058	0
interactive discover 6.1	timeout 5000 void simple	20	8.179	8.179	7.601	4.09	0
interactive discover 6.1	timeout 5000 void	20	8.321	8.321	7.927	4.16	0
interactive discover 6.1	timeout 5000	20	8.337	8.337	7.811	4.168	0
interactive discover 6.2	baseline	17	7.364	7.364	7.254	3.682	0
interactive discover 6.2	overhead simple	17	7.182	7.182	7.08	3.591	0
interactive discover 6.2	overhead	17	7.836	7.836	7.438	3.918	0
interactive discover 6.2	timeout 100 void simple	17	7.331	7.331	7.027	3.666	1
interactive discover 6.2	timeout 100 void	17	7.171	7.171	7.073	3.586	1
interactive discover 6.2	timeout 100	17	7.399	7.399	7.128	3.7	1
interactive discover 6.2	timeout 1000 void simple	17	7.785	7.785	7.476	3.893	0
interactive discover 6.2	timeout 1000 void	17	7.876	7.876	7.643	3.938	0
interactive discover 6.2	timeout 1000	17	7.485	7.485	7.189	3.743	0
interactive discover 6.2	timeout 10000 void simple	17	7.7	7.7	7.451	3.85	0
interactive discover 6.2	timeout 10000 void	17	7.482	7.482	7.267	3.741	0
interactive discover 6.2	timeout 10000	17	7.335	7.335	7.168	3.667	0
interactive discover 6.2	timeout 2000 void simple	17	7.246	7.246	7.14	3.623	0
interactive discover 6.2	timeout 2000 void	17	7.454	7.454	7.299	3.727	0
interactive discover 6.2	timeout 2000	17	7.919	7.919	7.381	3.959	0
interactive discover 6.2	timeout 20000 void simple	17	7.598	7.598	7.462	3.799	0
interactive discover 6.2	timeout 20000 void	17	7.642	7.642	7.18	3.821	0
interactive discover 6.2	timeout 20000	17	7.391	7.391	7.189	3.696	0
interactive discover 6.2	timeout 5000 void simple	17	7.723	7.723	7.434	3.861	0
interactive discover 6.2	timeout 5000 void	17	7.765	7.765	7.449	3.882	0
interactive discover 6.2	timeout 5000	17	7.751	7.751	7.296	3.876	0
interactive discover 6.3	baseline	0			0		0
interactive discover 6.3	overhead simple	0			0		0
interactive discover 6.3	overhead	0			0		0
interactive discover 6.3	timeout 100 void simple	2535	21.169	60.264	60.159	69.227	1
interactive discover 6.3	timeout 100 void	2437	17.083	60.243	60.163	73.282	1
interactive discover 6.3	timeout 100	0			0		0
interactive discover 6.3	timeout 1000 void simple	2087	23.926	60.141	60.117	66.285	1
interactive discover 6.3	timeout 1000 void	2341	19.294	60.171	60.15	70.962	1
interactive discover 6.3	timeout 1000	0			0		0
interactive discover 6.3	timeout 10000 void simple	0			0		0
interactive discover 6.3	timeout 10000 void	0			0		0
interactive discover 6.3	timeout 10000	0			0		0
interactive discover 6.3	timeout 2000 void simple	2606	22.493	60.134	60.117	67.708	1
interactive discover 6.3	timeout 2000 void	2737	21.213	60.316	60.254	69.261	1
interactive discover 6.3	timeout 2000	0			0		0
interactive discover 6.3	timeout 20000 void simple	0			0		0
interactive discover 6.3	timeout 20000 void	0			0		0
interactive discover 6.3	timeout 20000	0			0		0
interactive discover 6.3	timeout 5000 void simple	0			0		0
interactive discover 6.3	timeout 5000 void	0			0		0
interactive discover 6.3	timeout 5000	0			0		0
interactive discover 6.4	baseline	123	10.678	24.317	19.785	204.767	0
interactive discover 6.4	overhead simple	123	10.418	20.467	20.118	129.717	0
interactive discover 6.4	overhead	123	10.704	19.587	19.308	114.745	0
interactive discover 6.4	timeout 100 void simple	123	12.501	20.042	17.721	108.583	1
interactive discover 6.4	timeout 100 void	123	9.262	15.492	15.221	73.892	1
interactive discover 6.4	timeout 100	123	10.935	22.563	20.714	142.282	1
interactive discover 6.4	timeout 1000 void simple	123	20.322	21.012	20.492	23.452	1
interactive discover 6.4	timeout 1000 void	123	20.914	21.17	19.183	12.309	1
interactive discover 6.4	timeout 1000	123	22.742	22.935	20.318	13.111	1
interactive discover 6.4	timeout 10000 void simple	123	28.112	28.8	28.569	19.463	1
interactive discover 6.4	timeout 10000 void	123	12.137	28.927	28.577	185.333	1
interactive discover 6.4	timeout 10000	123	11.263	30.301	28.681	245.943	1
interactive discover 6.4	timeout 2000 void simple	123	20.879	21.23	20.538	12.487	1
interactive discover 6.4	timeout 2000 void	123	20.443	20.615	20.347	11.77	1
interactive discover 6.4	timeout 2000	123	19.844	20.174	20.058	12.17	1
interactive discover 6.4	timeout 20000 void simple	123	16.406	21.901	21.27	82.623	0
interactive discover 6.4	timeout 20000 void	123	11.8	23.829	22.495	135.149	0
interactive discover 6.4	timeout 20000	123	15.585	24.361	21.284	139.222	0
interactive discover 6.4	timeout 5000 void simple	123	10.996	23.626	22.705	78.047	1
interactive discover 6.4	timeout 5000 void	123	24.208	24.358	23.107	13.538	1
interactive discover 6.4	timeout 5000	123	22.21	22.604	22.339	13.963	1
interactive discover 7.0	baseline	1320	60.166	60.166	60.152	30.083	0
interactive discover 7.0	overhead simple	1515	60.232	60.232	60.178	30.116	0
interactive discover 7.0	overhead	1457	60.162	60.162	60.146	30.081	0
interactive discover 7.0	timeout 100 void simple	1282	60.135	60.153	60.146	30.095	1
interactive discover 7.0	timeout 100 void	1177	60.182	60.182	60.139	30.091	1
interactive discover 7.0	timeout 100	1467	60.156	60.156	60.146	30.078	1
interactive discover 7.0	timeout 1000 void simple	1346	60.146	60.146	60.135	30.073	1
interactive discover 7.0	timeout 1000 void	1277	60.241	60.241	60.156	30.12	1
interactive discover 7.0	timeout 1000	1333	60.156	60.156	60.128	30.078	1
interactive discover 7.0	timeout 10000 void simple	1107	16.931	16.931	60.161	8.466	1
interactive discover 7.0	timeout 10000 void	1109	16.916	16.916	60.182	8.458	1
interactive discover 7.0	timeout 10000	1115	16.832	16.832	60.174	8.416	1
interactive discover 7.0	timeout 2000 void simple	1234	60.147	60.147	60.122	30.073	1
interactive discover 7.0	timeout 2000 void	1226	60.114	60.175	60.121	30.148	1
interactive discover 7.0	timeout 2000	1304	60.147	60.147	60.136	30.073	1
interactive discover 7.0	timeout 20000 void simple	1073	27.324	27.324	60.144	13.662	1
interactive discover 7.0	timeout 20000 void	1088	27.197	27.197	60.143	13.598	1
interactive discover 7.0	timeout 20000	1075	26.932	26.932	60.145	13.466	1
interactive discover 7.0	timeout 5000 void simple	1193	60.136	60.136	60.158	30.068	1
interactive discover 7.0	timeout 5000 void	1157	60.154	60.154	60.139	30.077	1
interactive discover 7.0	timeout 5000	1217	60.169	60.169	60.15	30.084	1
interactive discover 7.1	baseline	20	8.488	8.488	7.795	4.244	0
interactive discover 7.1	overhead simple	20	8.331	8.331	7.954	4.165	0
interactive discover 7.1	overhead	20	8.218	8.218	8.026	4.109	0
interactive discover 7.1	timeout 100 void simple	20	7.905	7.905	7.708	3.953	1
interactive discover 7.1	timeout 100 void	20	8.333	8.333	8.1	4.167	1
interactive discover 7.1	timeout 100	20	8.401	8.401	8.187	4.2	1
interactive discover 7.1	timeout 1000 void simple	20	8.259	8.259	8.109	4.13	1
interactive discover 7.1	timeout 1000 void	20	8.402	8.402	8.226	4.201	1
interactive discover 7.1	timeout 1000	20	8.01	8.01	7.809	4.005	0
interactive discover 7.1	timeout 10000 void simple	20	8.087	8.087	7.911	4.043	0
interactive discover 7.1	timeout 10000 void	20	8.267	8.267	8.046	4.133	0
interactive discover 7.1	timeout 10000	20	7.985	7.985	7.76	3.993	0
interactive discover 7.1	timeout 2000 void simple	20	8.037	8.037	7.825	4.019	0
interactive discover 7.1	timeout 2000 void	20	8.139	8.139	8.01	4.069	0
interactive discover 7.1	timeout 2000	20	8.127	8.127	7.905	4.064	0
interactive discover 7.1	timeout 20000 void simple	20	8.053	8.053	7.979	4.027	0
interactive discover 7.1	timeout 20000 void	20	8.591	8.591	8.34	4.295	0
interactive discover 7.1	timeout 20000	20	8.433	8.433	7.98	4.216	0
interactive discover 7.1	timeout 5000 void simple	20	8.241	8.241	8.047	4.12	0
interactive discover 7.1	timeout 5000 void	20	8.466	8.466	8.252	4.233	0
interactive discover 7.1	timeout 5000	20	8.387	8.387	8.061	4.194	0
interactive discover 7.2	baseline	17	7.396	7.396	7.277	3.698	0
interactive discover 7.2	overhead simple	17	7.38	7.38	7.316	3.69	0
interactive discover 7.2	overhead	17	7.899	7.899	7.581	3.95	0
interactive discover 7.2	timeout 100 void simple	17	7.327	7.327	7.222	3.663	1
interactive discover 7.2	timeout 100 void	17	7.835	7.835	7.023	3.917	1
interactive discover 7.2	timeout 100	17	7.082	7.082	6.87	3.541	1
interactive discover 7.2	timeout 1000 void simple	17	7.336	7.336	7.208	3.668	0
interactive discover 7.2	timeout 1000 void	17	7.518	7.518	7.311	3.759	0
interactive discover 7.2	timeout 1000	17	7.757	7.757	7.324	3.878	0
interactive discover 7.2	timeout 10000 void simple	17	7.233	7.233	7.114	3.616	0
interactive discover 7.2	timeout 10000 void	17	7.655	7.655	7.329	3.828	0
interactive discover 7.2	timeout 10000	17	7.296	7.296	7.174	3.648	0
interactive discover 7.2	timeout 2000 void simple	17	7.733	7.733	7.303	3.866	0
interactive discover 7.2	timeout 2000 void	17	7.654	7.654	7.505	3.827	0
interactive discover 7.2	timeout 2000	17	7.388	7.388	7.302	3.694	0
interactive discover 7.2	timeout 20000 void simple	17	7.447	7.447	7.147	3.724	0
interactive discover 7.2	timeout 20000 void	17	8.042	8.042	7.232	4.021	0
interactive discover 7.2	timeout 20000	17	7.366	7.366	7.244	3.683	0
interactive discover 7.2	timeout 5000 void simple	17	7.632	7.632	7.358	3.816	0
interactive discover 7.2	timeout 5000 void	17	7.687	7.687	7.197	3.844	0
interactive discover 7.2	timeout 5000	17	7.489	7.489	7.264	3.744	0
interactive discover 7.3	baseline	2473	60.203	60.203	60.14	30.102	0
interactive discover 7.3	overhead simple	2207	60.217	60.217	60.146	30.108	0
interactive discover 7.3	overhead	2525	60.141	60.141	60.136	30.07	0
interactive discover 7.3	timeout 100 void simple	1876	60.138	60.145	60.131	30.08	1
interactive discover 7.3	timeout 100 void	1828	31.365	60.156	60.138	58.869	1
interactive discover 7.3	timeout 100	2552	60.263	60.263	60.231	30.131	1
interactive discover 7.3	timeout 1000 void simple	1676	60.142	60.157	60.143	30.093	1
interactive discover 7.3	timeout 1000 void	1753	28.95	60.145	60.138	61.268	1
interactive discover 7.3	timeout 1000	1717	60.155	60.155	60.142	30.078	1
interactive discover 7.3	timeout 10000 void simple	1341	60.17	60.17	60.159	30.085	1
interactive discover 7.3	timeout 10000 void	1369	60.143	60.143	60.141	30.072	1
interactive discover 7.3	timeout 10000	1450	60.168	60.168	60.151	30.084	1
interactive discover 7.3	timeout 2000 void simple	1795	60.131	60.137	60.13	30.075	1
interactive discover 7.3	timeout 2000 void	1633	60.135	60.141	60.136	30.076	1
interactive discover 7.3	timeout 2000	1718	60.152	60.152	60.137	30.076	1
interactive discover 7.3	timeout 20000 void simple	1490	26.982	26.982	60.143	13.491	1
interactive discover 7.3	timeout 20000 void	1509	27.034	27.034	60.155	13.517	1
interactive discover 7.3	timeout 20000	1648	27.043	27.043	60.152	13.521	1
interactive discover 7.3	timeout 5000 void simple	1729	60.156	60.156	60.147	30.078	1
interactive discover 7.3	timeout 5000 void	1650	60.153	60.153	60.136	30.076	1
interactive discover 7.3	timeout 5000	1631	60.245	60.245	60.194	30.122	1
interactive discover 7.4	baseline	123	25.731	25.731	25.481	12.866	0
interactive discover 7.4	overhead simple	123	26.808	26.808	26.419	13.404	0
interactive discover 7.4	overhead	123	26.41	26.41	25.877	13.205	0
interactive discover 7.4	timeout 100 void simple	123	26.505	26.505	22.697	13.252	1
interactive discover 7.4	timeout 100 void	123	22.073	22.073	21.723	11.037	1
interactive discover 7.4	timeout 100	123	27.311	27.311	26.327	13.655	1
interactive discover 7.4	timeout 1000 void simple	123	21.93	21.93	17.364	10.965	1
interactive discover 7.4	timeout 1000 void	123	16.827	16.827	14.476	8.414	1
interactive discover 7.4	timeout 1000	123	60.058	60.058	37.618	30.029	1
interactive discover 7.4	timeout 10000 void simple	123	16.77	16.77	22.286	8.385	1
interactive discover 7.4	timeout 10000 void	123	17.601	17.601	22.192	8.8	1
interactive discover 7.4	timeout 10000	123	16.586	16.586	21.951	8.293	1
interactive discover 7.4	timeout 2000 void simple	123	15.478	15.478	15.1	7.739	1
interactive discover 7.4	timeout 2000 void	123	21.935	21.935	17.143	10.967	1
interactive discover 7.4	timeout 2000	123	21.505	21.505	18.242	10.752	1
interactive discover 7.4	timeout 20000 void simple	123	26.734	26.734	26.405	13.367	0
interactive discover 7.4	timeout 20000 void	123	26.709	26.709	28.408	13.354	0
interactive discover 7.4	timeout 20000	123	25.601	25.601	25.073	12.8	0
interactive discover 7.4	timeout 5000 void simple	123	16.75	16.75	26.177	8.375	1
interactive discover 7.4	timeout 5000 void	123	11.838	11.838	18.201	5.919	1
interactive discover 7.4	timeout 5000	123	16.75	16.75	16.985	8.375	1
interactive discover 8.0	baseline	586	12.754	49.234	29.799	180.584	0
interactive discover 8.0	overhead simple	212	60.197	60.197	60.212	30.099	0
interactive discover 8.0	overhead	634	20.79	34.482	30.534	67.047	0
interactive discover 8.0	timeout 100 void simple	212	21.328	31.015	45.615	73.773	1
interactive discover 8.0	timeout 100 void	602	19.107	60.24	32.852	260.162	1
interactive discover 8.0	timeout 100	1094	16.951	49.226	44.755	162.527	1
interactive discover 8.0	timeout 1000 void simple	787	34.998	60.255	60.204	160.591	1
interactive discover 8.0	timeout 1000 void	674	21.082	33.039	30.929	85.881	1
interactive discover 8.0	timeout 1000	669	20.542	27.453	26.341	47.595	1
interactive discover 8.0	timeout 10000 void simple	910	53.122	60.303	60.266	47.686	1
interactive discover 8.0	timeout 10000 void	994	16.933	49.123	48.466	116.569	1
interactive discover 8.0	timeout 10000	844	15.059	35.759	34.876	78.588	1
interactive discover 8.0	timeout 2000 void simple	776	35.203	60.269	60.19	143.092	1
interactive discover 8.0	timeout 2000 void	821	23.691	37.048	35.486	96.756	1
interactive discover 8.0	timeout 2000	860	24.626	31.103	29.912	50.054	1
interactive discover 8.0	timeout 20000 void simple	593	60.255	60.255	60.236	30.128	1
interactive discover 8.0	timeout 20000 void	988	14.902	58.405	53.197	188.327	1
interactive discover 8.0	timeout 20000	501	15.854	27.833	23.888	61.38	0
interactive discover 8.0	timeout 5000 void simple	805	44.268	60.256	60.231	90.128	1
interactive discover 8.0	timeout 5000 void	975	30.903	43.296	42.455	97.567	1
interactive discover 8.0	timeout 5000	916	28.729	33.881	33.167	44.797	1
interactive discover 8.1	baseline	286	15.154	19.072	17.211	26.074	0
