query	config	requests	first	last	termination	diefficiency	restarts
interactive short 1.2	overhead	18	7.219	7.219	6.967	3.61	0
interactive short 1.3	baseline	225	11.284	11.284	10.445	5.642	0
interactive short 1.3	cardinality once void simple	7	7.265	7.265	6.833	3.632	1
interactive short 1.3	cardinality once void	12	6.463	6.463	6.905	3.232	1
interactive short 1.3	cardinality once	225	15.463	15.463	11.432	7.731	0
interactive short 1.3	cardinality unlimited void simple	12	6.916	6.916	6.765	3.458	1
interactive short 1.3	cardinality unlimited void	8	7.271	7.271	7.025	3.635	1
interactive short 1.3	cardinality unlimited	225	14.95	14.95	13.094	7.475	0
interactive short 1.3	overhead simple	225	14.729	14.729	12.749	7.364	0
interactive short 1.3	overhead	225	11.281	11.281	10.313	5.641	0
interactive short 1.4	baseline	124	14.796	14.796	11.944	7.398	0
interactive short 1.4	cardinality once void simple	9	6.808	6.808	6.579	3.404	1
interactive short 1.4	cardinality once void	8	7.167	7.167	7.117	3.583	1
interactive short 1.4	cardinality once	124	11.642	11.642	9.696	5.821	0
interactive short 1.4	cardinality unlimited void simple	8	6.971	6.971	6.948	3.486	1
interactive short 1.4	cardinality unlimited void	11	7.486	7.486	7.236	3.743	1
interactive short 1.4	cardinality unlimited	124	20.995	20.995	19.341	10.498	0
interactive short 1.4	overhead simple	124	14.607	14.607	12.423	7.303	0
interactive short 1.4	overhead	124	15.042	15.042	10.516	7.521	0
interactive short 2.0	baseline	0			0		0
interactive short 2.0	cardinality once void simple	0			0		0
interactive short 2.0	cardinality once void	0			0		0
interactive short 2.0	cardinality once	0			0		0
interactive short 2.0	cardinality unlimited void simple	0			0		0
interactive short 2.0	cardinality unlimited void	0			0		0
interactive short 2.0	cardinality unlimited	0			0		0
interactive short 2.0	overhead simple	0			0		0
interactive short 2.0	overhead	0			0		0
interactive short 2.1	baseline	0			0		0
interactive short 2.1	cardinality once void simple	0			0		0
interactive short 2.1	cardinality once void	0			0		0
interactive short 2.1	cardinality once	0			0		0
interactive short 2.1	cardinality unlimited void simple	0			0		0
interactive short 2.1	cardinality unlimited void	0			0		0
interactive short 2.1	cardinality unlimited	0			0		0
interactive short 2.1	overhead simple	0			0		0
interactive short 2.1	overhead	0			0		0
interactive short 2.2	baseline	1529	60.173	60.173	60.235	30.087	0
interactive short 2.2	cardinality once void simple	0			0		0
interactive short 2.2	cardinality once void	0			0		0
interactive short 2.2	cardinality once	0			0		0
interactive short 2.2	cardinality unlimited void simple	0			0		0
interactive short 2.2	cardinality unlimited void	0			0		0
interactive short 2.2	cardinality unlimited	0			0		0
interactive short 2.2	overhead simple	1471	60.156	60.156	60.159	30.078	0
interactive short 2.2	overhead	0			0		0
interactive short 2.3	baseline	1554	60.163	60.163	60.188	30.081	0
interactive short 2.3	cardinality once void simple	0			0		0
interactive short 2.3	cardinality once void	0			0		0
interactive short 2.3	cardinality once	0			0		0
interactive short 2.3	cardinality unlimited void simple	1530	60.175	60.175	60.196	30.087	2
interactive short 2.3	cardinality unlimited void	1521	60.229	60.229	60.219	30.114	2
interactive short 2.3	cardinality unlimited	1942	60.16	60.16	60.186	30.08	9
interactive short 2.3	overhead simple	0			0		0
interactive short 2.3	overhead	0			0		0
interactive short 2.4	baseline	0			0		0
interactive short 2.4	cardinality once void simple	0			0		0
interactive short 2.4	cardinality once void	0			0		0
interactive short 2.4	cardinality once	0			0		0
interactive short 2.4	cardinality unlimited void simple	0			0		0
interactive short 2.4	cardinality unlimited void	0			0		0
interactive short 2.4	cardinality unlimited	0			0		0
interactive short 2.4	overhead simple	0			0		0
interactive short 2.4	overhead	0			0		0
interactive short 3.0	baseline	901	60.247	60.247	60.199	30.123	0
interactive short 3.0	cardinality once void simple	0			0		0
interactive short 3.0	cardinality once void	943	60.274	60.274	60.202	30.137	0
interactive short 3.0	cardinality once	658	60.218	60.218	60.207	30.109	1
interactive short 3.0	cardinality unlimited void simple	0			0		0
interactive short 3.0	cardinality unlimited void	861	60.201	60.201	60.176	30.101	0
interactive short 3.0	cardinality unlimited	3609	31.637	31.637	60.171	15.819	7
interactive short 3.0	overhead simple	673	60.181	60.181	60.178	30.09	0
interactive short 3.0	overhead	1222	60.246	60.246	60.186	30.123	0
interactive short 3.1	baseline	639	60.231	60.231	60.191	30.116	0
interactive short 3.1	cardinality once void simple	0			0		0
interactive short 3.1	cardinality once void	1031	60.196	60.196	60.19	30.098	0
interactive short 3.1	cardinality once	1033	60.211	60.211	60.184	30.105	1
interactive short 3.1	cardinality unlimited void simple	0			0		0
interactive short 3.1	cardinality unlimited void	1163	60.207	60.207	60.192	30.104	0
interactive short 3.1	cardinality unlimited	4295	60.245	60.245	60.191	30.122	6
interactive short 3.1	overhead simple	547	60.218	60.218	60.182	30.109	0
interactive short 3.1	overhead	1036	60.217	60.217	60.203	30.108	0
interactive short 3.2	baseline	0			0		0
interactive short 3.2	cardinality once void simple	0			0		0
interactive short 3.2	cardinality once void	3045	7.812	7.812	53.646	3.906	0
interactive short 3.2	cardinality once	0			0		0
interactive short 3.2	cardinality unlimited void simple	0			0		0
interactive short 3.2	cardinality unlimited void	2959	8.49	8.49	53.731	4.245	0
interactive short 3.2	cardinality unlimited	0			0		0
interactive short 3.2	overhead simple	0			0		0
interactive short 3.2	overhead	0			0		0
interactive short 3.3	baseline	1227	60.259	60.259	60.205	30.13	0
interactive short 3.3	cardinality once void simple	0			0		0
interactive short 3.3	cardinality once void	1675	60.196	60.196	60.178	30.098	0
interactive short 3.3	cardinality once	894	60.207	60.207	60.203	30.104	1
interactive short 3.3	cardinality unlimited void simple	0			0		0
interactive short 3.3	cardinality unlimited void	1275	60.247	60.247	60.215	30.123	0
interactive short 3.3	cardinality unlimited	3810	60.156	60.156	60.144	30.078	5
interactive short 3.3	overhead simple	885	60.218	60.218	60.199	30.109	0
interactive short 3.3	overhead	1275	60.179	60.179	60.16	30.09	0
interactive short 3.4	baseline	803	60.222	60.222	60.193	30.111	0
interactive short 3.4	cardinality once void simple	0			0		0
interactive short 3.4	cardinality once void	1153	60.256	60.256	60.206	30.128	0
interactive short 3.4	cardinality once	1008	60.213	60.213	60.189	30.107	1
interactive short 3.4	cardinality unlimited void simple	0			0		0
interactive short 3.4	cardinality unlimited void	1047	60.263	60.263	60.209	30.131	0
interactive short 3.4	cardinality unlimited	3550	60.146	60.146	60.145	30.073	8
interactive short 3.4	overhead simple	658	60.188	60.188	60.172	30.094	0
interactive short 3.4	overhead	998	60.231	60.231	60.195	30.116	0
interactive short 4.0	baseline	1	6.987	6.987	6.82	3.494	0
interactive short 4.0	cardinality once void simple	1	6.931	6.931	6.536	3.466	0
interactive short 4.0	cardinality once void	1	7.119	7.119	6.924	3.559	0
interactive short 4.0	cardinality once	1	7.066	7.066	6.822	3.533	0
interactive short 4.0	cardinality unlimited void simple	1	7.088	7.088	6.826	3.544	0
interactive short 4.0	cardinality unlimited void	1	7.416	7.416	6.775	3.708	0
interactive short 4.0	cardinality unlimited	1	7.231	7.231	6.754	3.615	0
interactive short 4.0	overhead simple	1	7.33	7.33	7.054	3.665	0
interactive short 4.0	overhead	1	6.995	6.995	6.719	3.498	0
interactive short 4.1	baseline	1	7.19	7.19	6.853	3.595	0
interactive short 4.1	cardinality once void simple	1	7.11	7.11	7.032	3.555	0
interactive short 4.1	cardinality once void	1	7.17	7.17	6.969	3.585	0
interactive short 4.1	cardinality once	1	6.968	6.968	6.801	3.484	0
interactive short 4.1	cardinality unlimited void simple	1	7.348	7.348	6.865	3.674	0
interactive short 4.1	cardinality unlimited void	1	7.0	7.0	6.961	3.5	0
interactive short 4.1	cardinality unlimited	1	7.305	7.305	7.022	3.652	0
interactive short 4.1	overhead simple	1	7.421	7.421	6.855	3.711	0
interactive short 4.1	overhead	1	7.358	7.358	6.686	3.679	0
interactive short 4.2	baseline	2	6.946	6.946	6.721	3.473	0
interactive short 4.2	cardinality once void simple	2	6.816	6.816	6.411	3.408	0
interactive short 4.2	cardinality once void	2	6.436	6.436	6.321	3.218	0
interactive short 4.2	cardinality once	2	6.3	6.3	6.197	3.15	0
interactive short 4.2	cardinality unlimited void simple	2	6.387	6.387	6.331	3.193	0
interactive short 4.2	cardinality unlimited void	2	6.758	6.758	6.42	3.379	0
interactive short 4.2	cardinality unlimited	2	6.952	6.952	6.47	3.476	0
interactive short 4.2	overhead simple	2	6.848	6.848	6.714	3.424	0
interactive short 4.2	overhead	2	6.7	6.7	6.616	3.35	0
interactive short 4.3	baseline	2	6.946	6.946	6.547	3.473	0
interactive short 4.3	cardinality once void simple	2	6.663	6.663	6.472	3.332	0
interactive short 4.3	cardinality once void	2	6.514	6.514	6.458	3.257	0
interactive short 4.3	cardinality once	2	6.826	6.826	6.488	3.413	0
interactive short 4.3	cardinality unlimited void simple	2	6.818	6.818	6.649	3.409	0
interactive short 4.3	cardinality unlimited void	2	6.95	6.95	6.753	3.475	0
interactive short 4.3	cardinality unlimited	2	6.815	6.815	6.527	3.408	0
interactive short 4.3	overhead simple	2	6.616	6.616	6.451	3.308	0
interactive short 4.3	overhead	2	6.458	6.458	6.187	3.229	0
interactive short 4.4	baseline	1	7.194	7.194	6.669	3.597	0
interactive short 4.4	cardinality once void simple	1	6.932	6.932	6.739	3.466	0
interactive short 4.4	cardinality once void	1	7.27	7.27	7.142	3.635	0
interactive short 4.4	cardinality once	1	7.002	7.002	6.582	3.501	0
interactive short 4.4	cardinality unlimited void simple	1	7.127	7.127	7.006	3.563	0
interactive short 4.4	cardinality unlimited void	1	6.918	6.918	6.778	3.459	0
interactive short 4.4	cardinality unlimited	1	7.064	7.064	6.739	3.532	0
interactive short 4.4	overhead simple	1	6.883	6.883	6.776	3.442	0
interactive short 4.4	overhead	1	6.973	6.973	6.799	3.486	0
interactive short 5.0	baseline	40	8.724	8.724	8.357	4.362	0
interactive short 5.0	cardinality once void simple	40	8.685	8.685	8.302	4.343	1
interactive short 5.0	cardinality once void	40	8.385	8.385	8.296	4.192	1
interactive short 5.0	cardinality once	40	8.475	8.475	8.281	4.237	1
interactive short 5.0	cardinality unlimited void simple	40	8.664	8.664	8.478	4.332	2
interactive short 5.0	cardinality unlimited void	40	8.556	8.556	8.363	4.278	1
interactive short 5.0	cardinality unlimited	40	8.607	8.607	8.121	4.303	1
interactive short 5.0	overhead simple	40	8.791	8.791	8.425	4.396	0
interactive short 5.0	overhead	40	8.526	8.526	8.205	4.263	0
interactive short 5.1	baseline	39	8.576	8.576	8.151	4.288	0
interactive short 5.1	cardinality once void simple	39	8.654	8.654	8.145	4.327	1
interactive short 5.1	cardinality once void	39	8.197	8.197	8.081	4.098	1
interactive short 5.1	cardinality once	39	8.498	8.498	8.417	4.249	1
interactive short 5.1	cardinality unlimited void simple	39	8.362	8.362	8.117	4.181	2
interactive short 5.1	cardinality unlimited void	39	8.353	8.353	8.301	4.176	1
interactive short 5.1	cardinality unlimited	39	8.458	8.458	8.308	4.229	1
interactive short 5.1	overhead simple	39	8.484	8.484	8.348	4.242	0
interactive short 5.1	overhead	39	8.525	8.525	8.321	4.263	0
interactive short 5.2	baseline	103	12.428	12.428	10.633	6.214	0
interactive short 5.2	cardinality once void simple	103	12.275	12.275	9.551	6.138	1
interactive short 5.2	cardinality once void	103	10.55	10.55	9.836	5.275	1
interactive short 5.2	cardinality once	103	10.378	10.378	9.619	5.189	1
interactive short 5.2	cardinality unlimited void simple	103	10.774	10.774	10.114	5.387	2
interactive short 5.2	cardinality unlimited void	103	10.697	10.697	9.606	5.348	1
interactive short 5.2	cardinality unlimited	103	12.011	12.011	11.113	6.005	1
interactive short 5.2	overhead simple	103	10.009	10.009	9.349	5.005	0
interactive short 5.2	overhead	103	11.058	11.058	10.254	5.529	0
interactive short 5.3	baseline	38	8.024	8.024	7.796	4.012	0
interactive short 5.3	cardinality once void simple	38	8.0	8.0	7.791	4.0	1
interactive short 5.3	cardinality once void	38	8.077	8.077	7.835	4.038	1
interactive short 5.3	cardinality once	38	8.012	8.012	7.904	4.006	1
interactive short 5.3	cardinality unlimited void simple	38	8.267	8.267	7.843	4.133	1
interactive short 5.3	cardinality unlimited void	38	8.161	8.161	8.124	4.08	1
interactive short 5.3	cardinality unlimited	38	8.26	8.26	8.04	4.13	1
interactive short 5.3	overhead simple	38	8.322	8.322	7.928	4.161	0
interactive short 5.3	overhead	38	8.442	8.442	8.037	4.221	0
interactive short 5.4	baseline	53	9.55	9.55	9.304	4.775	0
interactive short 5.4	cardinality once void simple	53	9.931	9.931	9.099	4.965	1
interactive short 5.4	cardinality once void	53	9.112	9.112	8.699	4.556	1
interactive short 5.4	cardinality once	53	9.519	9.519	9.15	4.76	1
interactive short 5.4	cardinality unlimited void simple	53	8.337	8.337	8.678	4.168	2
interactive short 5.4	cardinality unlimited void	53	9.926	9.926	8.841	4.963	1
interactive short 5.4	cardinality unlimited	53	9.671	9.671	9.173	4.835	1
interactive short 5.4	overhead simple	53	9.382	9.382	8.636	4.691	0
interactive short 5.4	overhead	53	9.355	9.355	8.95	4.678	0
interactive short 6.0	baseline	0			0		0
interactive short 6.0	cardinality once void simple	0			0		0
interactive short 6.0	cardinality once void	0			0		0
interactive short 6.0	cardinality once	0			0		0
interactive short 6.0	cardinality unlimited void simple	0			0		0
interactive short 6.0	cardinality unlimited void	0			0		0
interactive short 6.0	cardinality unlimited	0			0		0
interactive short 6.0	overhead simple	0			0		0
interactive short 6.0	overhead	0			0		0
interactive short 6.1	baseline	6064	60.311	60.311	60.169	30.155	0
interactive short 6.1	cardinality once void simple	5402	60.233	60.233	60.198	30.116	0
interactive short 6.1	cardinality once void	5303	60.295	60.295	60.243	30.148	1
interactive short 6.1	cardinality once	4078	60.209	60.209	60.187	30.105	1
interactive short 6.1	cardinality unlimited void simple	5409	60.283	60.283	60.23	30.142	2
interactive short 6.1	cardinality unlimited void	5633	60.316	60.316	60.293	30.158	2
interactive short 6.1	cardinality unlimited	4445	60.24	60.24	60.23	30.12	2
interactive short 6.1	overhead simple	5011	60.321	60.321	60.209	30.16	0
interactive short 6.1	overhead	5641	60.217	60.217	60.206	30.108	0
interactive short 6.2	baseline	0			0		0
interactive short 6.2	cardinality once void simple	0			0		0
interactive short 6.2	cardinality once void	0			0		0
interactive short 6.2	cardinality once	0			0		0
interactive short 6.2	cardinality unlimited void simple	0			0		0
interactive short 6.2	cardinality unlimited void	0			0		0
interactive short 6.2	cardinality unlimited	0			0		0
interactive short 6.2	overhead simple	0			0		0
interactive short 6.2	overhead	0			0		0
interactive short 6.3	baseline	0			0		0
interactive short 6.3	cardinality once void simple	0			0		0
interactive short 6.3	cardinality once void	0			0		0
interactive short 6.3	cardinality once	0			0		0
interactive short 6.3	cardinality unlimited void simple	0			0		0
interactive short 6.3	cardinality unlimited void	0			0		0
interactive short 6.3	cardinality unlimited	0			0		0
interactive short 6.3	overhead simple	0			0		0
interactive short 6.3	overhead	0			0		0
interactive short 6.4	baseline	0			0		0
interactive short 6.4	cardinality once void simple	0			0		0
interactive short 6.4	cardinality once void	5443	60.187	60.187	60.169	30.093	1
interactive short 6.4	cardinality once	0			0		0
interactive short 6.4	cardinality unlimited void simple	0			0		0
interactive short 6.4	cardinality unlimited void	0			0		0
interactive short 6.4	cardinality unlimited	0			0		0
interactive short 6.4	overhead simple	0			0		0
interactive short 6.4	overhead	0			0		0
interactive short 7.0	baseline	0			0		0
interactive short 7.0	cardinality once void simple	0			0		0
interactive short 7.0	cardinality once void	0			0		0
interactive short 7.0	cardinality once	0			0		0
interactive short 7.0	cardinality unlimited void simple	0			0		0
interactive short 7.0	cardinality unlimited void	0			0		0
interactive short 7.0	cardinality unlimited	0			0		0
interactive short 7.0	overhead simple	0			0		0
interactive short 7.0	overhead	0			0		0
interactive short 7.1	baseline	0			0		0
interactive short 7.1	cardinality once void simple	0			0		0
interactive short 7.1	cardinality once void	0			0		0
interactive short 7.1	cardinality once	0			0		0
interactive short 7.1	cardinality unlimited void simple	0			0		0
interactive short 7.1	cardinality unlimited void	0			0		0
interactive short 7.1	cardinality unlimited	0			0		0
interactive short 7.1	overhead simple	0			0		0
interactive short 7.1	overhead	0			0		0
interactive short 7.2	baseline	0			0		0
interactive short 7.2	cardinality once void simple	0			0		0
interactive short 7.2	cardinality once void	0			0		0
interactive short 7.2	cardinality once	0			0		0
interactive short 7.2	cardinality unlimited void simple	0			0		0
interactive short 7.2	cardinality unlimited void	0			0		0
interactive short 7.2	cardinality unlimited	0			0		0
interactive short 7.2	overhead simple	0			0		0
interactive short 7.2	overhead	0			0		0
interactive short 7.3	baseline	0			0		0
interactive short 7.3	cardinality once void simple	0			0		0
interactive short 7.3	cardinality once void	0			0		0
interactive short 7.3	cardinality once	0			0		0
interactive short 7.3	cardinality unlimited void simple	0			0		0
interactive short 7.3	cardinality unlimited void	0			0		0
interactive short 7.3	cardinality unlimited	0			0		0
interactive short 7.3	overhead simple	0			0		0
interactive short 7.3	overhead	0			0		0
interactive short 7.4	baseline	0			0		0
interactive short 7.4	cardinality once void simple	0			0		0
interactive short 7.4	cardinality once void	0			0		0
interactive short 7.4	cardinality once	0			0		0
interactive short 7.4	cardinality unlimited void simple	0			0		0
interactive short 7.4	cardinality unlimited void	0			0		0
interactive short 7.4	cardinality unlimited	0			0		0
interactive short 7.4	overhead simple	0			0		0
interactive short 7.4	overhead	0			0		0
